"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info"""
"756,""385.025898348"",""192.168.68.106"",""192.168.68.114"",""TCP"",""74"",""32889  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1357005238 TSecr=0 WS=128"""
"757,""385.026070222"",""192.168.68.114"",""192.168.68.106"",""TCP"",""74"",""8883  >  32889 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2852525993 TSecr=1357005238 WS=128"""
"758,""385.033129305"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""32889  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1357005260 TSecr=2852525993"""
"759,""385.037433140"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"760,""385.037573609"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  32889 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2852526004 TSecr=1357005265"""
"761,""386.130660140"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  32889 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=2852527097 TSecr=1357005265 [TCP segment of a reassembled PDU]"""
"762,""386.130701859"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  32889 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=2852527097 TSecr=1357005265 [TCP segment of a reassembled PDU]"""
"763,""386.130706546"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"764,""386.138349586"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""32889  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=1357006365 TSecr=2852527097"""
"765,""386.139930412"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""32889  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=1357006368 TSecr=2852527097"""
"766,""386.139997026"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""32889  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=1357006368 TSecr=2852527097"""
"767,""386.182117205"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"768,""386.182235017"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  32889 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=2852527149 TSecr=1357006410"""
"769,""386.874989200"",""192.168.68.104"",""192.168.68.114"",""TCP"",""74"",""44039  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=262948953 TSecr=0 WS=128"""
"770,""386.875148678"",""192.168.68.114"",""192.168.68.104"",""TCP"",""74"",""8883  >  44039 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=985910040 TSecr=262948953 WS=128"""
"771,""386.886154255"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""44039  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=262948965 TSecr=985910040"""
"772,""386.888571640"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"773,""386.888674608"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  44039 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=985910053 TSecr=262948968"""
"774,""387.963136429"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  44039 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=985911128 TSecr=262948968 [TCP segment of a reassembled PDU]"""
"775,""387.963185439"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  44039 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=985911128 TSecr=262948968 [TCP segment of a reassembled PDU]"""
"776,""387.963189919"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"777,""387.968549426"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""44039  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=262950048 TSecr=985911128"""
"778,""387.971883995"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""44039  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=262950051 TSecr=985911128"""
"779,""387.971954984"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""44039  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=262950051 TSecr=985911128"""
"780,""388.013592404"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"781,""388.013673342"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  44039 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=985911178 TSecr=262950093"""
"782,""388.544709539"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"783,""388.548459315"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""32889  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=1357008775 TSecr=2852529511"""
"784,""388.549445612"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"785,""388.549500508"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  32889 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=2852529516 TSecr=1357008777"""
"786,""390.361694904"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"787,""390.365921083"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""44039  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=262952445 TSecr=985913526"""
"788,""390.367979459"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"789,""390.368031074"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  44039 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=985913533 TSecr=262952447"""
"790,""390.784586318"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""99"",""Application Data"""
"791,""390.786196780"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""97"",""Encrypted Alert"""
"792,""390.786987453"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  32889 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=2852531754 TSecr=1357008777"""
"793,""390.790486813"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""32889  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=1357011018 TSecr=2852531751"""
"794,""392.668282010"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""99"",""Application Data"""
"795,""392.670518771"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""97"",""Encrypted Alert"""
"796,""392.671197153"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  44039 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=985915836 TSecr=262952447"""
"797,""392.674825002"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""44039  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=262954754 TSecr=985915833"""
"798,""422.914112419"",""192.168.68.106"",""192.168.68.114"",""TCP"",""74"",""38681  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1357043028 TSecr=0 WS=128"""
"799,""422.914292679"",""192.168.68.114"",""192.168.68.106"",""TCP"",""74"",""8883  >  38681 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2852563881 TSecr=1357043028 WS=128"""
"800,""422.917903496"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""38681  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1357043146 TSecr=2852563881"""
"801,""422.924693622"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"802,""422.924834716"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  38681 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2852563891 TSecr=1357043152"""
"803,""424.020775112"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  38681 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=2852564987 TSecr=1357043152 [TCP segment of a reassembled PDU]"""
"804,""424.020815268"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  38681 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=2852564987 TSecr=1357043152 [TCP segment of a reassembled PDU]"""
"805,""424.020819955"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"806,""424.025625455"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""38681  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=1357044252 TSecr=2852564987"""
"807,""424.026957324"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""38681  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=1357044255 TSecr=2852564987"""
"808,""424.027962632"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""38681  >  8883 [ACK] Seq=518 Ack=3246 Win=63872 Len=0 TSval=1357044255 TSecr=2852564987"""
"809,""424.064519293"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"810,""424.064579917"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  38681 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=2852565031 TSecr=1357044292"""
"811,""424.710388769"",""192.168.68.104"",""192.168.68.114"",""TCP"",""74"",""38923  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=262986788 TSecr=0 WS=128"""
"812,""424.710531269"",""192.168.68.114"",""192.168.68.104"",""TCP"",""74"",""8883  >  38923 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=985947875 TSecr=262986788 WS=128"""
"813,""424.716324993"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""38923  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=262986795 TSecr=985947875"""
"814,""424.721974083"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"815,""424.722073249"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  38923 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=985947887 TSecr=262986801"""
"816,""425.784980249"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  38923 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=985948950 TSecr=262986801 [TCP segment of a reassembled PDU]"""
"817,""425.785020040"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  38923 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=985948950 TSecr=262986801 [TCP segment of a reassembled PDU]"""
"818,""425.785024467"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"819,""425.789360177"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""38923  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=262987868 TSecr=985948950"""
"820,""425.791954645"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""38923  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=262987871 TSecr=985948950"""
"821,""425.792021519"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""38923  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=262987871 TSecr=985948950"""
"822,""425.833426075"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"823,""425.833494356"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  38923 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=985948998 TSecr=262987912"""
"824,""426.459833450"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"825,""426.466185089"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"826,""426.466277276"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  38681 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=2852567433 TSecr=1357046694"""
"827,""428.966438776"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"828,""429.044826865"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""38923  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=262991123 TSecr=985952131"""
"829,""429.045852382"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"830,""429.045924881"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  38923 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=985952211 TSecr=262991124"""
"831,""430.370609101"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""99"",""Application Data"""
"832,""430.372268312"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""97"",""Encrypted Alert"""
"833,""430.372663310"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  38681 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=2852571339 TSecr=1357046694"""
"834,""430.376307721"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""38681  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=1357050604 TSecr=2852571337"""
"835,""431.928655927"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""99"",""Application Data"""
"836,""431.929987796"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""97"",""Encrypted Alert"""
"837,""431.930355086"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  38923 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=985955095 TSecr=262991124"""
"838,""431.935573449"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""38923  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=262994014 TSecr=985955093"""
"839,""462.440039768"",""192.168.68.106"",""192.168.68.114"",""TCP"",""74"",""59767  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1357082608 TSecr=0 WS=128"""
"840,""462.440213517"",""192.168.68.114"",""192.168.68.106"",""TCP"",""74"",""8883  >  59767 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2852603407 TSecr=1357082608 WS=128"""
"841,""462.442881786"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""59767  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1357082671 TSecr=2852603407"""
"842,""462.449806391"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"843,""462.449930140"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  59767 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2852603417 TSecr=1357082677"""
"844,""463.557205510"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  59767 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=2852604524 TSecr=1357082677 [TCP segment of a reassembled PDU]"""
"845,""463.557248999"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  59767 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=2852604524 TSecr=1357082677 [TCP segment of a reassembled PDU]"""
"846,""463.557254103"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"847,""463.561197054"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""59767  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=1357083788 TSecr=2852604524"""
"848,""463.563743970"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""59767  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=1357083791 TSecr=2852604524"""
"849,""463.563813501"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""59767  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=1357083792 TSecr=2852604524"""
"850,""463.606707945"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"851,""463.606762788"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  59767 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=2852604573 TSecr=1357083834"""
"852,""464.002951019"",""192.168.68.104"",""192.168.68.114"",""TCP"",""74"",""37883  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=263026045 TSecr=0 WS=128"""
"853,""464.003084300"",""192.168.68.114"",""192.168.68.104"",""TCP"",""74"",""8883  >  37883 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=985987168 TSecr=263026045 WS=128"""
"854,""464.005578924"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""37883  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=263026085 TSecr=985987168"""
"855,""464.012148895"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"856,""464.012246395"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  37883 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=985987177 TSecr=263026091"""
"857,""465.072563275"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  37883 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=985988237 TSecr=263026091 [TCP segment of a reassembled PDU]"""
"858,""465.072607025"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  37883 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=985988237 TSecr=263026091 [TCP segment of a reassembled PDU]"""
"859,""465.072611608"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"860,""465.085554206"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""37883  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=263027165 TSecr=985988237"""
"861,""465.088765546"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""37883  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=263027168 TSecr=985988237"""
"862,""465.088832265"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""37883  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=263027168 TSecr=985988237"""
"863,""465.131510616"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"864,""465.131558480"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  37883 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=985988296 TSecr=263027210"""
"865,""465.919683762"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"866,""465.923343173"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""59767  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=1357086151 TSecr=2852606886"""
"867,""465.924364887"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"868,""465.924421710"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  59767 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=2852606891 TSecr=1357086152"""
"869,""467.413835579"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"870,""467.417840040"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""37883  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=263029496 TSecr=985990578"""
"871,""467.418359465"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"872,""467.418407016"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  37883 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=985990583 TSecr=263029498"""
"873,""468.135101367"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""99"",""Application Data"""
"874,""468.136250008"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""97"",""Encrypted Alert"""
"875,""468.136596412"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  59767 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=2852609103 TSecr=1357086152"""
"876,""468.170890582"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""[TCP Retransmission] 8883  >  59767 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=2852609138 TSecr=1357086152"""
"877,""468.174968793"",""192.168.68.106"",""192.168.68.114"",""TCP"",""78"",""59767  >  8883 [ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=1357088403 TSecr=2852609102 SLE=3361 SRE=3362"""
"878,""468.178098675"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""59767  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=1357088406 TSecr=2852609102"""
"879,""469.692733574"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""99"",""Application Data"""
"880,""469.694303307"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""97"",""Encrypted Alert"""
"881,""469.694779242"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  37883 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=985992859 TSecr=263029498"""
"882,""469.704949249"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""37883  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=263031782 TSecr=985992857"""
